id,triples,data_unit,actual,shape,shape_type,local_size,size
925,"Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall buildingStartDate ""30 March 2007"" Mason_School_of_Business country United_States Alan_B._Miller_Hall currentTenants Mason_School_of_Business Alan_B._Miller_Hall location Williamsburg,_Virginia  ","Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall buildingStartDate ""30 March 2007"" Mason_School_of_Business country United_States Alan_B._Miller_Hall currentTenants Mason_School_of_Business Alan_B._Miller_Hall location Williamsburg,_Virginia ",,(X (X) (X) (X) (X) (X (X))),mixed,1,6
926,Ciudad_Ayala leader Juan_Nolasco Ciudad_Ayala populationDensity 1604.0  ,Ciudad_Ayala leader Juan_Nolasco Ciudad_Ayala populationDensity 1604.0 ,,(X (X) (X)),sibling,1,2
927,Nord_(Year_of_No_Light_album) artist Year_of_No_Light Nord_(Year_of_No_Light_album) followedBy Live_at_Roadburn_2008_(Year_of_No_Light_album) Nord_(Year_of_No_Light_album) precededBy Demo_2004_(Year_of_No_Light_album) Nord_(Year_of_No_Light_album) releaseDate 2006-09-06 Nord_(Year_of_No_Light_album) runtime 58.41  ,Nord_(Year_of_No_Light_album) artist Year_of_No_Light Nord_(Year_of_No_Light_album) followedBy Live_at_Roadburn_2008_(Year_of_No_Light_album) Nord_(Year_of_No_Light_album) precededBy Demo_2004_(Year_of_No_Light_album) Nord_(Year_of_No_Light_album) releaseDate 2006-09-06 Nord_(Year_of_No_Light_album) runtime 58.41 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
928,1147_Stavropolis apoapsis 418476000000.0 1147_Stavropolis discoverer Grigory_Neujmin 1147_Stavropolis epoch 31 July 2016 (JD2457600.5) 1147_Stavropolis orbitalPeriod 1249.6 1147_Stavropolis periapsis 260855000000.0 1147_Stavropolis rotationPeriod 20378.5  ,1147_Stavropolis apoapsis 418476000000.0 1147_Stavropolis discoverer Grigory_Neujmin 1147_Stavropolis epoch 31 July 2016 (JD2457600.5) 1147_Stavropolis orbitalPeriod 1249.6 1147_Stavropolis periapsis 260855000000.0 1147_Stavropolis rotationPeriod 20378.5 ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
929,Lady_Anne_Monson deathDate 1776-02-18 Lady_Anne_Monson nationality Kingdom_of_England Lady_Anne_Monson professionalField Botany Lady_Anne_Monson residence India Lady_Anne_Monson spouse George_Monson  ,Lady_Anne_Monson deathDate 1776-02-18 Lady_Anne_Monson nationality Kingdom_of_England Lady_Anne_Monson professionalField Botany Lady_Anne_Monson residence India Lady_Anne_Monson spouse George_Monson ,,(X (X) (X) (X) (X) (X)),sibling,1,5
930,Turkey demonym Turk  ,Turkey demonym Turk ,,(X (X)),,1,1
931,Turkey capital Ankara Nurhan_Atasoy nationality Turkish_people Turkish_people religion Irreligion Nurhan_Atasoy residence Istanbul Nurhan_Atasoy residence Turkey  ,Turkey capital Ankara Nurhan_Atasoy nationality Turkish_people Turkish_people religion Irreligion Nurhan_Atasoy residence Istanbul Nurhan_Atasoy residence Turkey ,,(X (X) (X (X)) (X (X))),mixed,1,5
932,Bedford_Aerodrome cityServed Bedford_Autodrome Bedford_Aerodrome icaoLocationIdentifier EGBF Bedford_Aerodrome operatingOrganisation MotorSport_Vision Bedford_Aerodrome runwayLength 1095.0  ,Bedford_Aerodrome cityServed Bedford_Autodrome Bedford_Aerodrome icaoLocationIdentifier EGBF Bedford_Aerodrome operatingOrganisation MotorSport_Vision Bedford_Aerodrome runwayLength 1095.0 ,,(X (X) (X) (X) (X)),sibling,1,4
933,Turn_Me_On_(album) precededBy Let_It_Breed Turn_Me_On_(album) producer Wharton_Tiers  ,Turn_Me_On_(album) precededBy Let_It_Breed Turn_Me_On_(album) producer Wharton_Tiers ,,(X (X) (X)),sibling,1,2
934,English_Without_Tears director Harold_French English_Without_Tears musicComposer Nicholas_Brodszky English_Without_Tears releaseDate 1944-07-28 English_Without_Tears runtime 89.0  ,English_Without_Tears director Harold_French English_Without_Tears musicComposer Nicholas_Brodszky English_Without_Tears releaseDate 1944-07-28 English_Without_Tears runtime 89.0 ,,(X (X) (X) (X) (X)),sibling,1,4
935,"Ciudad_Ayala leaderTitle ""City Manager"" Ciudad_Ayala populationDensity 1604.0 Ciudad_Ayala populationMetro 1777539 Ciudad_Ayala type City  ","Ciudad_Ayala leaderTitle ""City Manager"" Ciudad_Ayala populationDensity 1604.0 Ciudad_Ayala populationMetro 1777539 Ciudad_Ayala type City ",,(X (X) (X) (X) (X)),sibling,1,4
936,Abraham_A._Ribicoff birthPlace United_States Abraham_A._Ribicoff nationality United_States Abraham_A._Ribicoff spouse Casey_Ribicoff  ,Abraham_A._Ribicoff birthPlace United_States Abraham_A._Ribicoff nationality United_States Abraham_A._Ribicoff spouse Casey_Ribicoff ,,(X (X) (X) (X)),sibling,1,3
937,Nurhan_Atasoy birthDate 1934-01-01 Nurhan_Atasoy nationality Turkish_people Nurhan_Atasoy residence Istanbul  ,Nurhan_Atasoy birthDate 1934-01-01 Nurhan_Atasoy nationality Turkish_people Nurhan_Atasoy residence Istanbul ,,(X (X) (X) (X)),sibling,1,3
938,"ALCO_RS-3 buildDate ""May 1950 - August 1956"" ALCO_RS-3 builder Montreal_Locomotive_Works  ","ALCO_RS-3 buildDate ""May 1950 - August 1956"" ALCO_RS-3 builder Montreal_Locomotive_Works ",,(X (X) (X)),sibling,1,2
939,English_Without_Tears cinematography Bernard_Knowles English_Without_Tears editing Alan_Jaggs English_Without_Tears producer Anatole_de_Grunwald English_Without_Tears runtime 89.0 English_Without_Tears writer Anatole_de_Grunwald  ,English_Without_Tears cinematography Bernard_Knowles English_Without_Tears editing Alan_Jaggs English_Without_Tears producer Anatole_de_Grunwald English_Without_Tears runtime 89.0 English_Without_Tears writer Anatole_de_Grunwald ,,(X (X) (X) (X) (X) (X)),sibling,1,5
940,Ciudad_Ayala populationDensity 1604.0 Ciudad_Ayala timeZone Pacific_Daylight_Time  ,Ciudad_Ayala populationDensity 1604.0 Ciudad_Ayala timeZone Pacific_Daylight_Time ,,(X (X) (X)),sibling,1,2
941,John_Mills spouse Mary_Hayley_Bell  ,John_Mills spouse Mary_Hayley_Bell ,,(X (X)),,1,1
942,San_Francisco leader Ed_Lee_(politician)  ,San_Francisco leader Ed_Lee_(politician) ,,(X (X)),,1,1
943,The_Honeymoon_Killers_(American_band) genre Noise_rock  ,The_Honeymoon_Killers_(American_band) genre Noise_rock ,,(X (X)),,1,1
944,Nord_(Year_of_No_Light_album) artist Year_of_No_Light Nord_(Year_of_No_Light_album) followedBy Live_at_Roadburn_2008_(Year_of_No_Light_album) Nord_(Year_of_No_Light_album) producer Year_of_No_Light Nord_(Year_of_No_Light_album) recordLabel Crucial_Blast Nord_(Year_of_No_Light_album) releaseDate 2006-09-06  ,Nord_(Year_of_No_Light_album) artist Year_of_No_Light Nord_(Year_of_No_Light_album) followedBy Live_at_Roadburn_2008_(Year_of_No_Light_album) Nord_(Year_of_No_Light_album) producer Year_of_No_Light Nord_(Year_of_No_Light_album) recordLabel Crucial_Blast Nord_(Year_of_No_Light_album) releaseDate 2006-09-06 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
945,Super_Capers gross 30955.0  ,Super_Capers gross 30955.0 ,,(X (X)),,1,1
946,"Liselotte_Grschebina deathPlace Israel Liselotte_Grschebina deathPlace Petah_Tikva Israel longName ""State of Israel"" Liselotte_Grschebina nationality Israel Israel populationDensity 387.63  ","Liselotte_Grschebina deathPlace Israel Liselotte_Grschebina deathPlace Petah_Tikva Israel longName ""State of Israel"" Liselotte_Grschebina nationality Israel Israel populationDensity 387.63 ",,(X (X) (X (X) (X)) (X (X) (X))),mixed,1,5
947,Death_on_a_Factory_Farm broadcastedBy HBO Death_on_a_Factory_Farm director Tom_Simon Death_on_a_Factory_Farm editor Geof_Bartz Death_on_a_Factory_Farm musicComposer Jamie_Lawrence Death_on_a_Factory_Farm producer Tom_Simon Death_on_a_Factory_Farm producer Sarah_Teale  ,Death_on_a_Factory_Farm broadcastedBy HBO Death_on_a_Factory_Farm director Tom_Simon Death_on_a_Factory_Farm editor Geof_Bartz Death_on_a_Factory_Farm musicComposer Jamie_Lawrence Death_on_a_Factory_Farm producer Tom_Simon Death_on_a_Factory_Farm producer Sarah_Teale ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
948,Detroit isPartOf Michigan  ,Detroit isPartOf Michigan ,,(X (X)),,1,1
949,United_States areaTotal 9833520000000.0 Darinka_Dentcheva birthDate 1958-01-01 Darinka_Dentcheva citizenship United_States Darinka_Dentcheva influencedBy Andrzej_Piotr_Ruszczyński  ,United_States areaTotal 9833520000000.0 Darinka_Dentcheva birthDate 1958-01-01 Darinka_Dentcheva citizenship United_States Darinka_Dentcheva influencedBy Andrzej_Piotr_Ruszczyński ,,(X (X) (X) (X (X))),mixed,1,4
950,German_Empire anthem Das_Lied_der_Deutschen German_Empire anthem Die_Wacht_am_Rhein Liselotte_Grschebina birthDate 1908-05-02 Liselotte_Grschebina birthPlace German_Empire Liselotte_Grschebina deathDate 1994-06-14  ,German_Empire anthem Das_Lied_der_Deutschen German_Empire anthem Die_Wacht_am_Rhein Liselotte_Grschebina birthDate 1908-05-02 Liselotte_Grschebina birthPlace German_Empire Liselotte_Grschebina deathDate 1994-06-14 ,,(X (X) (X) (X (X) (X))),mixed,1,5
951,"ALCO_RS-3 buildDate ""May 1950 - August 1956"" ALCO_RS-3 engine Four-stroke_engine ALCO_RS-3 length 17068.8 (millimetres)  ","ALCO_RS-3 buildDate ""May 1950 - August 1956"" ALCO_RS-3 engine Four-stroke_engine ALCO_RS-3 length 17068.8 (millimetres) ",,(X (X) (X) (X)),sibling,1,3
952,Expect_a_Miracle artist Brian_Kelly_(composer_&_pianist) Expect_a_Miracle followedBy Afterplay_(Brian_Kelly_album) Expect_a_Miracle genre Instrumental_music Expect_a_Miracle genre Easy_listening Expect_a_Miracle runtime 54.56  ,Expect_a_Miracle artist Brian_Kelly_(composer_&_pianist) Expect_a_Miracle followedBy Afterplay_(Brian_Kelly_album) Expect_a_Miracle genre Instrumental_music Expect_a_Miracle genre Easy_listening Expect_a_Miracle runtime 54.56 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
953,Brandon_Carter almaMater University_of_Cambridge Brandon_Carter birthDate 1942-01-01 Brandon_Carter birthPlace England Brandon_Carter doctoralAdvisor Dennis_William_Sciama Brandon_Carter knownFor Doomsday_argument  ,Brandon_Carter almaMater University_of_Cambridge Brandon_Carter birthDate 1942-01-01 Brandon_Carter birthPlace England Brandon_Carter doctoralAdvisor Dennis_William_Sciama Brandon_Carter knownFor Doomsday_argument ,,(X (X) (X) (X) (X) (X)),sibling,1,5
954,Bionico country Mexico Bionico course Dessert Mexico currency Mexican_peso Mexico demonym Mexicans Dessert dishVariation Cookie Bionico region Guadalajara  ,Bionico country Mexico Bionico course Dessert Mexico currency Mexican_peso Mexico demonym Mexicans Dessert dishVariation Cookie Bionico region Guadalajara ,,(X (X) (X (X)) (X (X) (X))),mixed,1,6
955,Nord_(Year_of_No_Light_album) artist Year_of_No_Light Nord_(Year_of_No_Light_album) genre Post-metal Nord_(Year_of_No_Light_album) recordLabel Crucial_Blast  ,Nord_(Year_of_No_Light_album) artist Year_of_No_Light Nord_(Year_of_No_Light_album) genre Post-metal Nord_(Year_of_No_Light_album) recordLabel Crucial_Blast ,,(X (X) (X) (X)),sibling,1,3
956,It's_Great_to_Be_Young_(1956_film) gross 282838.0 It's_Great_to_Be_Young_(1956_film) runtime 94.0 It's_Great_to_Be_Young_(1956_film) starring John_Mills  ,It's_Great_to_Be_Young_(1956_film) gross 282838.0 It's_Great_to_Be_Young_(1956_film) runtime 94.0 It's_Great_to_Be_Young_(1956_film) starring John_Mills ,,(X (X) (X) (X)),sibling,1,3
957,"Olga_Bondareva almaMater Leningrad_State_University Olga_Bondareva birthName ""Olga Nikolaevna Bondareva"" Olga_Bondareva deathDate 1991-12-09 Olga_Bondareva deathPlace Saint_Petersburg Olga_Bondareva professionalField Economics  ","Olga_Bondareva almaMater Leningrad_State_University Olga_Bondareva birthName ""Olga Nikolaevna Bondareva"" Olga_Bondareva deathDate 1991-12-09 Olga_Bondareva deathPlace Saint_Petersburg Olga_Bondareva professionalField Economics ",,(X (X) (X) (X) (X) (X)),sibling,1,5
958,Ciudad_Ayala country Mexico Ciudad_Ayala elevationAboveTheSeaLevel 1147.0 Ciudad_Ayala leaderTitle Governator Ciudad_Ayala utcOffset −6  ,Ciudad_Ayala country Mexico Ciudad_Ayala elevationAboveTheSeaLevel 1147.0 Ciudad_Ayala leaderTitle Governator Ciudad_Ayala utcOffset −6 ,,(X (X) (X) (X) (X)),sibling,1,4
959,Olga_Bondareva professionalField Economics Olga_Bondareva professionalField Mathematics  ,Olga_Bondareva professionalField Economics Olga_Bondareva professionalField Mathematics ,,(X (X) (X)),sibling,1,2
960,Turkey areaTotal 783356.0 Nurhan_Atasoy birthPlace Reşadiye Reşadiye country Turkey Nurhan_Atasoy nationality Turkish_people  ,Turkey areaTotal 783356.0 Nurhan_Atasoy birthPlace Reşadiye Reşadiye country Turkey Nurhan_Atasoy nationality Turkish_people ,,(X (X) (X (X (X)))),mixed,1,4
961,Nurhan_Atasoy nationality Turkish_people  ,Nurhan_Atasoy nationality Turkish_people ,,(X (X)),,1,1
962,"11th_Mississippi_Infantry_Monument category Contributing_property 11th_Mississippi_Infantry_Monument country ""United States"" Adams_County,_Pennsylvania hasToItsNorth Cumberland_County,_Pennsylvania Adams_County,_Pennsylvania hasToItsSoutheast Carroll_County,_Maryland 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania 11th_Mississippi_Infantry_Monument municipality Gettysburg,_Pennsylvania  ","11th_Mississippi_Infantry_Monument category Contributing_property 11th_Mississippi_Infantry_Monument country ""United States"" Adams_County,_Pennsylvania hasToItsNorth Cumberland_County,_Pennsylvania Adams_County,_Pennsylvania hasToItsSoutheast Carroll_County,_Maryland 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania 11th_Mississippi_Infantry_Monument municipality Gettysburg,_Pennsylvania ",,(X (X) (X) (X) (X (X) (X))),mixed,1,6
963,"Nurhan_Atasoy citizenship Turkey Turkey language Turkish_language Turkey longName ""Republic of Turkey"" Nurhan_Atasoy nationality Turkish_people  ","Nurhan_Atasoy citizenship Turkey Turkey language Turkish_language Turkey longName ""Republic of Turkey"" Nurhan_Atasoy nationality Turkish_people ",,(X (X) (X (X) (X))),mixed,1,4
964,University_of_Burgundy campus Dijon University_of_Burgundy country France University_of_Burgundy numberOfDoctoralStudents 1299 University_of_Burgundy numberOfPostgraduateStudents 9400 University_of_Burgundy numberOfStudents 27400 University_of_Burgundy numberOfUndergraduateStudents 16800 University_of_Burgundy staff 2900  ,University_of_Burgundy campus Dijon University_of_Burgundy country France University_of_Burgundy numberOfDoctoralStudents 1299 University_of_Burgundy numberOfPostgraduateStudents 9400 University_of_Burgundy numberOfStudents 27400 University_of_Burgundy numberOfUndergraduateStudents 16800 University_of_Burgundy staff 2900 ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,1,7
965,"Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall completionDate 2009-06-01 Alan_B._Miller_Hall currentTenants Mason_School_of_Business Alan_B._Miller_Hall owner College_of_William_&_Mary  ","Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall completionDate 2009-06-01 Alan_B._Miller_Hall currentTenants Mason_School_of_Business Alan_B._Miller_Hall owner College_of_William_&_Mary ",,(X (X) (X) (X) (X)),sibling,1,4
966,Mermaid_(Train_song) followedBy Imagine_(John_Lennon_song) Mermaid_(Train_song) genre Reggae Mermaid_(Train_song) precededBy This'll_Be_My_Year Mermaid_(Train_song) runtime 3.16  ,Mermaid_(Train_song) followedBy Imagine_(John_Lennon_song) Mermaid_(Train_song) genre Reggae Mermaid_(Train_song) precededBy This'll_Be_My_Year Mermaid_(Train_song) runtime 3.16 ,,(X (X) (X) (X) (X)),sibling,1,4
967,Brandon_Carter birthPlace England  ,Brandon_Carter birthPlace England ,,(X (X)),,1,1
968,Thurleigh country United_Kingdom Bedford_Aerodrome location Thurleigh  ,Thurleigh country United_Kingdom Bedford_Aerodrome location Thurleigh ,,(X (X (X))),chain,1,2
969,Ciudad_Ayala isPartOf Morelos Morelos leaderTitle Governor  ,Ciudad_Ayala isPartOf Morelos Morelos leaderTitle Governor ,,(X (X (X))),chain,1,2
970,Lady_Anne_Monson nationality Kingdom_of_England Lady_Anne_Monson residence India Lady_Anne_Monson spouse George_Monson  ,Lady_Anne_Monson nationality Kingdom_of_England Lady_Anne_Monson residence India Lady_Anne_Monson spouse George_Monson ,,(X (X) (X) (X)),sibling,1,3
971,"11th_Mississippi_Infantry_Monument category Contributing_property Adams_County,_Pennsylvania hasToItsNorth Cumberland_County,_Pennsylvania Adams_County,_Pennsylvania hasToItsSoutheast Carroll_County,_Maryland 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania 11th_Mississippi_Infantry_Monument municipality Gettysburg,_Pennsylvania  ","11th_Mississippi_Infantry_Monument category Contributing_property Adams_County,_Pennsylvania hasToItsNorth Cumberland_County,_Pennsylvania Adams_County,_Pennsylvania hasToItsSoutheast Carroll_County,_Maryland 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania 11th_Mississippi_Infantry_Monument municipality Gettysburg,_Pennsylvania ",,(X (X) (X) (X (X) (X))),mixed,1,5
972,Aleksandr_Prudnikov club FC_Terek_Grozny Aleksandr_Prudnikov height 185.0 (centimetres) Aleksandr_Prudnikov youthclub FC_Spartak_Moscow  ,Aleksandr_Prudnikov club FC_Terek_Grozny Aleksandr_Prudnikov height 185.0 (centimetres) Aleksandr_Prudnikov youthclub FC_Spartak_Moscow ,,(X (X) (X) (X)),sibling,1,3
973,1147_Stavropolis absoluteMagnitude 11.5 1147_Stavropolis discoverer Grigory_Neujmin  ,1147_Stavropolis absoluteMagnitude 11.5 1147_Stavropolis discoverer Grigory_Neujmin ,,(X (X) (X)),sibling,1,2
974,"Buzz_Aldrin almaMater ""Massachusetts Institute of Technology, Sc.D. 1963"" Buzz_Aldrin birthPlace Glen_Ridge,_New_Jersey  ","Buzz_Aldrin almaMater ""Massachusetts Institute of Technology, Sc.D. 1963"" Buzz_Aldrin birthPlace Glen_Ridge,_New_Jersey ",,(X (X) (X)),sibling,1,2
975,"Campeonato_Brasileiro_Série_C champions Vila_Nova_Futebol_Clube Campeonato_Brasileiro_Série_C country Brazil Agremiação_Sportiva_Arapiraquense fullName ""Agremiação Sportiva Arapiraquense"" Agremiação_Sportiva_Arapiraquense ground Estádio_Municipal_Coaracy_da_Mata_Fonseca Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Estádio_Municipal_Coaracy_da_Mata_Fonseca location Arapiraca Agremiação_Sportiva_Arapiraquense numberOfMembers 17000  ","Campeonato_Brasileiro_Série_C champions Vila_Nova_Futebol_Clube Campeonato_Brasileiro_Série_C country Brazil Agremiação_Sportiva_Arapiraquense fullName ""Agremiação Sportiva Arapiraquense"" Agremiação_Sportiva_Arapiraquense ground Estádio_Municipal_Coaracy_da_Mata_Fonseca Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Estádio_Municipal_Coaracy_da_Mata_Fonseca location Arapiraca Agremiação_Sportiva_Arapiraquense numberOfMembers 17000 ",,(X (X) (X) (X (X)) (X (X) (X))),mixed,1,7
976,The_Fellowship_of_the_Ring precededBy The_Hobbit The_Hobbit releaseDate 1937-09-21  ,The_Fellowship_of_the_Ring precededBy The_Hobbit The_Hobbit releaseDate 1937-09-21 ,,(X (X (X))),chain,1,2
977,Ciudad_Ayala country Mexico Ciudad_Ayala elevationAboveTheSeaLevel 1147.0 Ciudad_Ayala isPartOf Morelos Ciudad_Ayala populationMetro 1777539 Ciudad_Ayala timeZone Pacific_Daylight_Time Ciudad_Ayala utcOffset −6  ,Ciudad_Ayala country Mexico Ciudad_Ayala elevationAboveTheSeaLevel 1147.0 Ciudad_Ayala isPartOf Morelos Ciudad_Ayala populationMetro 1777539 Ciudad_Ayala timeZone Pacific_Daylight_Time Ciudad_Ayala utcOffset −6 ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
978,Nord_(Year_of_No_Light_album) followedBy Live_at_Roadburn_2008_(Year_of_No_Light_album)  ,Nord_(Year_of_No_Light_album) followedBy Live_at_Roadburn_2008_(Year_of_No_Light_album) ,,(X (X)),,1,1
