id,triples,data_unit,actual,shape,shape_type,local_size,size
912,Married_to_the_Mob imdbId 1777539 Married_to_the_Mob writer Robert_Harting  ,Married_to_the_Mob imdbId 1777539 Married_to_the_Mob writer Robert_Harting ,,(X (X) (X)),sibling,1,2
913,"Fort_William_College affiliation Ajou_University Fort_William_College campus ""Ruth_Ribicoff"" Ajou_University city Florence Fort_William_College director ""Asa_Gigante_''"" German_Central_Bone_Marrow_Donor_Register location Beijing Fort_William_College wasGivenTheTechnicalCampusStatusBy German_Central_Bone_Marrow_Donor_Register  ","Fort_William_College affiliation Ajou_University Fort_William_College campus ""Ruth_Ribicoff"" Ajou_University city Florence Fort_William_College director ""Asa_Gigante_''"" German_Central_Bone_Marrow_Donor_Register location Beijing Fort_William_College wasGivenTheTechnicalCampusStatusBy German_Central_Bone_Marrow_Donor_Register ",,(X (X) (X) (X (X)) (X (X))),mixed,1,6
914,Psychedelic_Pill precededBy How_About_a_Friendly_Shrink?  ,Psychedelic_Pill precededBy How_About_a_Friendly_Shrink? ,,(X (X)),,1,1
915,Montpellier_2_University campus Dossenheim-sur-Zinsel  ,Montpellier_2_University campus Dossenheim-sur-Zinsel ,,(X (X)),,1,1
916,Là-bas genre downtempo  ,Là-bas genre downtempo ,,(X (X)),,1,1
917,Sonali_Bendre deathDate 1954-07-29  ,Sonali_Bendre deathDate 1954-07-29 ,,(X (X)),,1,1
918,"712_Boliviana apoapsis 27400 712_Boliviana discovered ""1923-11-18"" 712_Boliviana orbitalPeriod 1095.0 712_Boliviana periapsis 108600000 712_Boliviana rotationPeriod 8500  ","712_Boliviana apoapsis 27400 712_Boliviana discovered ""1923-11-18"" 712_Boliviana orbitalPeriod 1095.0 712_Boliviana periapsis 108600000 712_Boliviana rotationPeriod 8500 ",,(X (X) (X) (X) (X) (X)),sibling,1,5
919,Words_EP producer Galileo_Galilei  ,Words_EP producer Galileo_Galilei ,,(X (X)),,1,1
920,Lite-On_Technology industry room_air_distribution Lite-On_Technology location United_States  ,Lite-On_Technology industry room_air_distribution Lite-On_Technology location United_States ,,(X (X) (X)),sibling,1,2
921,Francisco_Varallo birthPlace England Francisco_Varallo knownFor Carter_constant Francisco_Varallo knownFor Fermat's_theorem Francisco_Varallo professionalField special_relativity  ,Francisco_Varallo birthPlace England Francisco_Varallo knownFor Carter_constant Francisco_Varallo knownFor Fermat's_theorem Francisco_Varallo professionalField special_relativity ,,(X (X) (X) (X) (X)),sibling,1,4
922,Apennins followedBy R.E.D. Apennins releaseDate 1776-02-18  ,Apennins followedBy R.E.D. Apennins releaseDate 1776-02-18 ,,(X (X) (X)),sibling,1,2
923,Animal_Practice broadcastedBy CCM Animal_Practice creator School_of_Applied_Arts_in_Stuttgart Animal_Practice lastAired 1908-05-02  ,Animal_Practice broadcastedBy CCM Animal_Practice creator School_of_Applied_Arts_in_Stuttgart Animal_Practice lastAired 1908-05-02 ,,(X (X) (X) (X)),sibling,1,3
924,Fabryka_Samochodów_Rolniczych industry Latino_studies Fabryka_Samochodów_Rolniczych industry reading_education Fabryka_Samochodów_Rolniczych keyPerson Sat-Okh Fabryka_Samochodów_Rolniczych type Zürcher_Frauenverein_für_alkoholfreie_Wirtschaften  ,Fabryka_Samochodów_Rolniczych industry Latino_studies Fabryka_Samochodów_Rolniczych industry reading_education Fabryka_Samochodów_Rolniczych keyPerson Sat-Okh Fabryka_Samochodów_Rolniczych type Zürcher_Frauenverein_für_alkoholfreie_Wirtschaften ,,(X (X) (X) (X) (X)),sibling,1,4
925,"China_Merchants_Bank_Building address 11_Diagonal_Street China_Merchants_Bank_Building architect Bruce_Matthews China_Merchants_Bank_Building buildingStartDate ""1923-11-18"" Deakin_Business_School country Brazil China_Merchants_Bank_Building currentTenants Deakin_Business_School China_Merchants_Bank_Building location Charlottesville  ","China_Merchants_Bank_Building address 11_Diagonal_Street China_Merchants_Bank_Building architect Bruce_Matthews China_Merchants_Bank_Building buildingStartDate ""1923-11-18"" Deakin_Business_School country Brazil China_Merchants_Bank_Building currentTenants Deakin_Business_School China_Merchants_Bank_Building location Charlottesville ",,(X (X) (X) (X) (X) (X (X))),mixed,1,6
926,Cepões leader Zinedine_Zidane Cepões populationDensity 83.0  ,Cepões leader Zinedine_Zidane Cepões populationDensity 83.0 ,,(X (X) (X)),sibling,1,2
927,Doire artist Culture_Club Doire followedBy Acoustic_Samurai Doire precededBy Gossip_Girl Doire releaseDate 1991-12-09 Doire runtime 108600000  ,Doire artist Culture_Club Doire followedBy Acoustic_Samurai Doire precededBy Gossip_Girl Doire releaseDate 1991-12-09 Doire runtime 108600000 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
928,11193_Mérida apoapsis 70.308 11193_Mérida discoverer Vladimir_Vysotsky 11193_Mérida epoch 31_July_2016_(JD2457600.5) 11193_Mérida orbitalPeriod 1800000000 11193_Mérida periapsis 230.05 11193_Mérida rotationPeriod 282838.0  ,11193_Mérida apoapsis 70.308 11193_Mérida discoverer Vladimir_Vysotsky 11193_Mérida epoch 31_July_2016_(JD2457600.5) 11193_Mérida orbitalPeriod 1800000000 11193_Mérida periapsis 230.05 11193_Mérida rotationPeriod 282838.0 ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
929,Gordian_II deathDate 1946-12-17 Gordian_II nationality Novgorod_Republic Gordian_II professionalField Animals_in_ancient_Greece_and_Rome Gordian_II residence Scotland Gordian_II spouse Pierre_Desproges  ,Gordian_II deathDate 1946-12-17 Gordian_II nationality Novgorod_Republic Gordian_II professionalField Animals_in_ancient_Greece_and_Rome Gordian_II residence Scotland Gordian_II spouse Pierre_Desproges ,,(X (X) (X) (X) (X) (X)),sibling,1,5
930,United_States demonym Zdebel  ,United_States demonym Zdebel ,,(X (X)),,1,1
931,Philippines capital Lilongwe Hedi_Slimane nationality Slovenes Slovenes religion socialist_transformation_of_ownership Hedi_Slimane residence Shuozhou Hedi_Slimane residence Philippines  ,Philippines capital Lilongwe Hedi_Slimane nationality Slovenes Slovenes religion socialist_transformation_of_ownership Hedi_Slimane residence Shuozhou Hedi_Slimane residence Philippines ,,(X (X) (X (X)) (X (X))),mixed,1,5
932,Tho_Xuan_Airport cityServed Mansfield_Motorsports_Park Tho_Xuan_Airport icaoLocationIdentifier Ayers_Rock_Airport Tho_Xuan_Airport operatingOrganisation Adler Tho_Xuan_Airport runwayLength 22591.38  ,Tho_Xuan_Airport cityServed Mansfield_Motorsports_Park Tho_Xuan_Airport icaoLocationIdentifier Ayers_Rock_Airport Tho_Xuan_Airport operatingOrganisation Adler Tho_Xuan_Airport runwayLength 22591.38 ,,(X (X) (X) (X) (X)),sibling,1,4
933,Song_2 precededBy The_Freewheelin'_Bob_Dylan Song_2 producer Caroline_Lucas  ,Song_2 precededBy The_Freewheelin'_Bob_Dylan Song_2 producer Caroline_Lucas ,,(X (X) (X)),sibling,1,2
934,My_Boss director Roger_Federer My_Boss musicComposer Félix_Sánchez My_Boss releaseDate 2012-12-27 My_Boss runtime 1147.0  ,My_Boss director Roger_Federer My_Boss musicComposer Félix_Sánchez My_Boss releaseDate 2012-12-27 My_Boss runtime 1147.0 ,,(X (X) (X) (X) (X)),sibling,1,4
935,Fuerte_Esperanza leaderTitle High_Representative_for_Bosnia_and_Herzegovina Fuerte_Esperanza populationDensity 3.16 Fuerte_Esperanza populationMetro 2900 Fuerte_Esperanza type City  ,Fuerte_Esperanza leaderTitle High_Representative_for_Bosnia_and_Herzegovina Fuerte_Esperanza populationDensity 3.16 Fuerte_Esperanza populationMetro 2900 Fuerte_Esperanza type City ,,(X (X) (X) (X) (X)),sibling,1,4
936,Robert_Leroux birthPlace Turkey Robert_Leroux nationality Turkey Robert_Leroux spouse Coluche  ,Robert_Leroux birthPlace Turkey Robert_Leroux nationality Turkey Robert_Leroux spouse Coluche ,,(X (X) (X) (X)),sibling,1,3
937,Emperor_Wenzong_of_Tang birthDate 2006-09-06 Emperor_Wenzong_of_Tang nationality Slovenes Emperor_Wenzong_of_Tang residence Kharkiv  ,Emperor_Wenzong_of_Tang birthDate 2006-09-06 Emperor_Wenzong_of_Tang nationality Slovenes Emperor_Wenzong_of_Tang residence Kharkiv ,,(X (X) (X) (X)),sibling,1,3
938,"Reading_Company_902 buildDate ""In_Soldevanahalli_Acharya_Dr._Sarvapalli_Radhakrishnan_Road_Hessarghatta_Main_Road_Bangalore_–_560090."" Reading_Company_902 builder Apple  ","Reading_Company_902 buildDate ""In_Soldevanahalli_Acharya_Dr._Sarvapalli_Radhakrishnan_Road_Hessarghatta_Main_Road_Bangalore_–_560090."" Reading_Company_902 builder Apple ",,(X (X) (X)),sibling,1,2
939,Grunts cinematography Ton_Sijbrands Grunts editing Félix_Sánchez Grunts producer Graham_Hill Grunts runtime 1147.0 Grunts writer Graham_Hill  ,Grunts cinematography Ton_Sijbrands Grunts editing Félix_Sánchez Grunts producer Graham_Hill Grunts runtime 1147.0 Grunts writer Graham_Hill ,,(X (X) (X) (X) (X) (X)),sibling,1,5
940,Midões populationDensity 54.56 Midões timeZone UTC+04:00  ,Midões populationDensity 54.56 Midões timeZone UTC+04:00 ,,(X (X) (X)),sibling,1,2
941,Horacio_Quiroga spouse Justin_Gatlin  ,Horacio_Quiroga spouse Justin_Gatlin ,,(X (X)),,1,1
942,Broomfield leader Erich_Honecker  ,Broomfield leader Erich_Honecker ,,(X (X)),,1,1
943,The_dB's genre filmi_music  ,The_dB's genre filmi_music ,,(X (X)),,1,1
944,Ithaque artist Stiller_Has Ithaque followedBy In_Concert_–_Live_at_Sibelius_Hall Ithaque producer Stiller_Has Ithaque recordLabel Les_Disques_du_Crépuscule Ithaque releaseDate 2001-01-01  ,Ithaque artist Stiller_Has Ithaque followedBy In_Concert_–_Live_at_Sibelius_Hall Ithaque producer Stiller_Has Ithaque recordLabel Les_Disques_du_Crépuscule Ithaque releaseDate 2001-01-01 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
945,V_for_Vendetta gross 16800  ,V_for_Vendetta gross 16800 ,,(X (X)),,1,1
946,Laurent_Koscielny deathPlace Mexico Laurent_Koscielny deathPlace Cancun Mexico longName Turkey Laurent_Koscielny nationality Mexico Mexico populationDensity 54.56  ,Laurent_Koscielny deathPlace Mexico Laurent_Koscielny deathPlace Cancun Mexico longName Turkey Laurent_Koscielny nationality Mexico Mexico populationDensity 54.56 ,,(X (X) (X (X) (X)) (X (X) (X))),mixed,1,5
947,iFight_Shelby_Marx broadcastedBy X-Filme_Creative_Pool iFight_Shelby_Marx director Ezekiel_Kemboi iFight_Shelby_Marx editor Bob_Dylan iFight_Shelby_Marx musicComposer Abdou_Traoré iFight_Shelby_Marx producer Ezekiel_Kemboi iFight_Shelby_Marx producer Markku_Pusenius  ,iFight_Shelby_Marx broadcastedBy X-Filme_Creative_Pool iFight_Shelby_Marx director Ezekiel_Kemboi iFight_Shelby_Marx editor Bob_Dylan iFight_Shelby_Marx musicComposer Abdou_Traoré iFight_Shelby_Marx producer Ezekiel_Kemboi iFight_Shelby_Marx producer Markku_Pusenius ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
948,Rainsville isPartOf California  ,Rainsville isPartOf California ,,(X (X)),,1,1
949,Spain areaTotal 27400 Stevie_Wonder birthDate 1934-01-01 Stevie_Wonder citizenship Spain Stevie_Wonder influencedBy Fahid_Ben_Khalfallah  ,Spain areaTotal 27400 Stevie_Wonder birthDate 1934-01-01 Stevie_Wonder citizenship Spain Stevie_Wonder influencedBy Fahid_Ben_Khalfallah ,,(X (X) (X) (X (X))),mixed,1,4
950,Sultanate_of_Maguindanao anthem Fatshe_leno_la_rona Sultanate_of_Maguindanao anthem Symphony_No._0 Friedrich_Kettler birthDate 1954-07-29 Friedrich_Kettler birthPlace Sultanate_of_Maguindanao Friedrich_Kettler deathDate 1955-04-06  ,Sultanate_of_Maguindanao anthem Fatshe_leno_la_rona Sultanate_of_Maguindanao anthem Symphony_No._0 Friedrich_Kettler birthDate 1954-07-29 Friedrich_Kettler birthPlace Sultanate_of_Maguindanao Friedrich_Kettler deathDate 1955-04-06 ,,(X (X) (X) (X (X) (X))),mixed,1,5
951,"Delta_Valley_and_Southern_50 buildDate ""Ruth_Ribicoff"" Delta_Valley_and_Southern_50 engine Engines_with_3_cylinders Delta_Valley_and_Southern_50 length 185.0_(centimetres)  ","Delta_Valley_and_Southern_50 buildDate ""Ruth_Ribicoff"" Delta_Valley_and_Southern_50 engine Engines_with_3_cylinders Delta_Valley_and_Southern_50 length 185.0_(centimetres) ",,(X (X) (X) (X)),sibling,1,3
952,Darkthrone artist Marc_Planus Darkthrone followedBy blasphemy Darkthrone genre folk_music Darkthrone genre free_improvisation Darkthrone runtime 4349.0  ,Darkthrone artist Marc_Planus Darkthrone followedBy blasphemy Darkthrone genre folk_music Darkthrone genre free_improvisation Darkthrone runtime 4349.0 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
953,Galina_Zybina almaMater University_of_Cambridge Galina_Zybina birthDate 2012-12-27 Galina_Zybina birthPlace England Galina_Zybina doctoralAdvisor The_chemical_basis_of_morphogenesis Galina_Zybina knownFor irreducible_complexity  ,Galina_Zybina almaMater University_of_Cambridge Galina_Zybina birthDate 2012-12-27 Galina_Zybina birthPlace England Galina_Zybina doctoralAdvisor The_chemical_basis_of_morphogenesis Galina_Zybina knownFor irreducible_complexity ,,(X (X) (X) (X) (X) (X)),sibling,1,5
954,Bionico country United_Kingdom Bionico course liverwurst United_Kingdom currency Akçe United_Kingdom demonym Queenslanders liverwurst dishVariation tulumba Bionico region San_Cristóbal_Ecatepec  ,Bionico country United_Kingdom Bionico course liverwurst United_Kingdom currency Akçe United_Kingdom demonym Queenslanders liverwurst dishVariation tulumba Bionico region San_Cristóbal_Ecatepec ,,(X (X) (X (X)) (X (X) (X))),mixed,1,6
955,Meuse-Inférieure artist Wet_Wet_Wet Meuse-Inférieure genre concerto Meuse-Inférieure recordLabel Roadrunner_Records  ,Meuse-Inférieure artist Wet_Wet_Wet Meuse-Inférieure genre concerto Meuse-Inférieure recordLabel Roadrunner_Records ,,(X (X) (X) (X)),sibling,1,3
956,No_Sé_Si_Es_Baires_o_Madrid gross 1604.0 No_Sé_Si_Es_Baires_o_Madrid runtime 3.16 No_Sé_Si_Es_Baires_o_Madrid starring Sebastián_Piñera  ,No_Sé_Si_Es_Baires_o_Madrid gross 1604.0 No_Sé_Si_Es_Baires_o_Madrid runtime 3.16 No_Sé_Si_Es_Baires_o_Madrid starring Sebastián_Piñera ,,(X (X) (X) (X)),sibling,1,3
957,Johann_Jakob_Kaup almaMater University_of_Botswana Johann_Jakob_Kaup birthName Andy_Lau Johann_Jakob_Kaup deathDate 1726-01-01 Johann_Jakob_Kaup deathPlace Leningrad_USSR Johann_Jakob_Kaup professionalField mythography  ,Johann_Jakob_Kaup almaMater University_of_Botswana Johann_Jakob_Kaup birthName Andy_Lau Johann_Jakob_Kaup deathDate 1726-01-01 Johann_Jakob_Kaup deathPlace Leningrad_USSR Johann_Jakob_Kaup professionalField mythography ,,(X (X) (X) (X) (X) (X)),sibling,1,5
958,Paradela country UK Paradela elevationAboveTheSeaLevel 70.308 Paradela leaderTitle Rosearik_Rikki_Simons Paradela utcOffset −6  ,Paradela country UK Paradela elevationAboveTheSeaLevel 70.308 Paradela leaderTitle Rosearik_Rikki_Simons Paradela utcOffset −6 ,,(X (X) (X) (X) (X)),sibling,1,4
959,János_Bolyai professionalField anthropology János_Bolyai professionalField bionics  ,János_Bolyai professionalField anthropology János_Bolyai professionalField bionics ,,(X (X) (X)),sibling,1,2
960,Brazil areaTotal 12 Ali_al-Ridha birthPlace Körfez Körfez country Brazil Ali_al-Ridha nationality Sudanese  ,Brazil areaTotal 12 Ali_al-Ridha birthPlace Körfez Körfez country Brazil Ali_al-Ridha nationality Sudanese ,,(X (X) (X (X (X)))),mixed,1,4
961,Pope_Theodosius_II_of_Alexandria nationality Ecuadorians  ,Pope_Theodosius_II_of_Alexandria nationality Ecuadorians ,,(X (X)),,1,1
962,"Marforio category Contributing_property Marforio country ""Republic_of_Turkey"" Mesa_County hasToItsNorth Cumberland_County_Pennsylvania Mesa_County hasToItsSoutheast Carroll_County_Maryland Marforio location Mesa_County Marforio municipality Courtdale  ","Marforio category Contributing_property Marforio country ""Republic_of_Turkey"" Mesa_County hasToItsNorth Cumberland_County_Pennsylvania Mesa_County hasToItsSoutheast Carroll_County_Maryland Marforio location Mesa_County Marforio municipality Courtdale ",,(X (X) (X) (X) (X (X) (X))),mixed,1,6
963,"Michelle_Bachelet citizenship ""United_States"" ""United_States"" language Korandje ""United_States"" longName France Michelle_Bachelet nationality Macedonians  ","Michelle_Bachelet citizenship ""United_States"" ""United_States"" language Korandje ""United_States"" longName France Michelle_Bachelet nationality Macedonians ",,(X (X) (X (X) (X))),mixed,1,4
964,University_of_Rennes_2_–_Upper_Brittany campus Veuvey-sur-Ouche University_of_Rennes_2_–_Upper_Brittany country Israel University_of_Rennes_2_–_Upper_Brittany numberOfDoctoralStudents 1544 University_of_Rennes_2_–_Upper_Brittany numberOfPostgraduateStudents 1777539 University_of_Rennes_2_–_Upper_Brittany numberOfStudents 20378.5 University_of_Rennes_2_–_Upper_Brittany numberOfUndergraduateStudents 418476000000.0 University_of_Rennes_2_–_Upper_Brittany staff 83.2104  ,University_of_Rennes_2_–_Upper_Brittany campus Veuvey-sur-Ouche University_of_Rennes_2_–_Upper_Brittany country Israel University_of_Rennes_2_–_Upper_Brittany numberOfDoctoralStudents 1544 University_of_Rennes_2_–_Upper_Brittany numberOfPostgraduateStudents 1777539 University_of_Rennes_2_–_Upper_Brittany numberOfStudents 20378.5 University_of_Rennes_2_–_Upper_Brittany numberOfUndergraduateStudents 418476000000.0 University_of_Rennes_2_–_Upper_Brittany staff 83.2104 ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,1,7
965,Istana_Kenangan address 101 Ukrop Way Istana_Kenangan completionDate 1908-05-02 Istana_Kenangan currentTenants EOI_Business_School Istana_Kenangan owner Western_University  ,Istana_Kenangan address 101 Ukrop Way Istana_Kenangan completionDate 1908-05-02 Istana_Kenangan currentTenants EOI_Business_School Istana_Kenangan owner Western_University ,,(X (X) (X) (X) (X)),sibling,1,4
966,"Mermaid_(Train_song) followedBy Kyrgyzfilm Mermaid_(Train_song) genre classical_music Mermaid_(Train_song) precededBy ""Ruth_Ribicoff"" Mermaid_(Train_song) runtime 204.0  ","Mermaid_(Train_song) followedBy Kyrgyzfilm Mermaid_(Train_song) genre classical_music Mermaid_(Train_song) precededBy ""Ruth_Ribicoff"" Mermaid_(Train_song) runtime 204.0 ",,(X (X) (X) (X) (X)),sibling,1,4
967,Harry_Warner_Frantz birthPlace England  ,Harry_Warner_Frantz birthPlace England ,,(X (X)),,1,1
968,Shokat_as-Sufi country Turkey Lumbala_Airport location Shokat_as-Sufi  ,Shokat_as-Sufi country Turkey Lumbala_Airport location Shokat_as-Sufi ,,(X (X (X))),chain,1,2
969,Gacko isPartOf Jalisco Jalisco leaderTitle United_States_Secretary_of_State  ,Gacko isPartOf Jalisco Jalisco leaderTitle United_States_Secretary_of_State ,,(X (X (X))),chain,1,2
970,Titus_Livius nationality Kingdom_of_Cochin Titus_Livius residence Northern_Ireland Titus_Livius spouse Helen_Aitchison  ,Titus_Livius nationality Kingdom_of_Cochin Titus_Livius residence Northern_Ireland Titus_Livius spouse Helen_Aitchison ,,(X (X) (X) (X)),sibling,1,3
971,Venus_of_Tan-Tan category Contributing_property Mineral_County hasToItsNorth Cumberland_County_Pennsylvania Mineral_County hasToItsSoutheast Carroll_County_Maryland Venus_of_Tan-Tan location Mineral_County Venus_of_Tan-Tan municipality Armagh  ,Venus_of_Tan-Tan category Contributing_property Mineral_County hasToItsNorth Cumberland_County_Pennsylvania Mineral_County hasToItsSoutheast Carroll_County_Maryland Venus_of_Tan-Tan location Mineral_County Venus_of_Tan-Tan municipality Armagh ,,(X (X) (X) (X (X) (X))),mixed,1,5
972,Ryszard_Sobczak club Rusthall_F.C. Ryszard_Sobczak height 17068.8_(millimetres) Ryszard_Sobczak youthclub Aston_Villa_F.C.  ,Ryszard_Sobczak club Rusthall_F.C. Ryszard_Sobczak height 17068.8_(millimetres) Ryszard_Sobczak youthclub Aston_Villa_F.C. ,,(X (X) (X) (X)),sibling,1,3
973,(10537)_1991_RY16 absoluteMagnitude 89.0 (10537)_1991_RY16 discoverer Stendhal  ,(10537)_1991_RY16 absoluteMagnitude 89.0 (10537)_1991_RY16 discoverer Stendhal ,,(X (X) (X)),sibling,1,2
